Document ID,consent,group,initial_answers,initial_quiz_time,initial_selected_options,retry_answers,retry_quiz_time,retry_selected_options,subgroup,user_id,participantID,age,education,gender,income,initial_list,1Q1,1Q2,1Q3,1Q4,1Q5,1Q6,1Q7,retry_list,2Q1,2Q2,2Q3,2Q4,2Q5,2Q6,2Q7,1Q_acc,2Q_acc
KZ-2LVF-4ZG7,TRUE,3,"[true, true, true, false, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]","[true, true, true, true, true, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,"""KZ-2LVF-4ZG7""",pb841e1e9,31,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$25,000 to $39,999""","[True, True, True, False, False, False]",1,1,1,0,0,0,,"[True, True, True, True, True, False]",1,1,1,1,1,0,,0.5,0.833333333
KZ-X4V5-2QMX,TRUE,0,"[true, true, true, true, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-X4V5-2QMX""",pc714f33c,50,"""completedAssociateDegreeOnly""","""male""","""$115,000 to $149,999""","[True, True, True, True, True, True]",1,1,1,1,1,1,,,,,,,,,,1,
KZ-6EE3-UKE5,TRUE,3,"[true, true, true, true, true, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""When a third-party company requests it for advertising""]",[],,[],,"""KZ-6EE3-UKE5""",pc243cf2e,40,"""completedBachelorsDegree""","""female""","""$60,000 to $84,999""","[True, True, True, True, True, False]",1,1,1,1,1,0,,[],,,,,,,,0.833333333,
KZ-JN22-KYUK,TRUE,1,"[true, true, false, false, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-JN22-KYUK""",pff0a42b0,31,"""completedTradeTechicalVocationalTraing""","""male""","""$60,000 to $84,999""","[True, True, False, False, False, False]",1,1,0,0,0,0,,,,,,,,,,0.333333333,
KZ-LVCV-PRZ6,FALSE,3,"[true, true, true, false, false, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]","[true, true, true, false, false, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""Only if the website knows the user is under 10 years old"", ""To perform business functions, comply with laws, or protect safety""]",,"""KZ-LVCV-PRZ6""",pfafb85a1,41,"""completedTradeTechicalVocationalTraing""","""male""","""$60,000 to $84,999""","[True, True, True, False, False, True]",1,1,1,0,0,1,,"[True, True, True, False, False, True]",1,1,1,0,0,1,,0.666666667,0.666666667
KZ-S4MZ-7DNR,TRUE,1,"[false, true, true, false, false, true]",,"[""None of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-S4MZ-7DNR""",pc6acbf97,39,"""completedAssociateDegreeOnly""","""female""","""$25,000 to $39,999""","[False, True, True, False, False, True]",0,1,1,0,0,1,,,,,,,,,,0.5,
KZ-QXZU-SKS6,FALSE,3,"[false, true, false, false, false, false]",,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Only collects it from children over the age of 10"", ""By suspending the childâ€™s account until further notice"", ""For users aged 13â€“17 if they are not in school"", ""When a third-party company requests it for advertising""]","[false, true, false, false, false, false]",,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Only collects it from children over the age of 10"", ""By a vote from the KidsZone moderation team"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details""]",,"""KZ-QXZU-SKS6""",pc123721b,39,"""completedBachelorsDegree""","""female""","""$115,000 to $149,999""","[False, True, False, False, False, False]",0,1,0,0,0,0,,"[False, True, False, False, False, False]",0,1,0,0,0,0,,0.166666667,0.166666667
KZ-Y3WC-9N24,TRUE,1,"[true, true, true, false, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-Y3WC-9N24""",pfd73d918,35,"""completedBachelorsDegree""","""female""","""$85,000 to $114,999""","[True, True, True, False, False, False]",1,1,1,0,0,0,,,,,,,,,,0.5,
KZ-ATMQ-6JG3,TRUE,1,"[true, false, true, false, false, true]",,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-ATMQ-6JG3""",pc92ddc12,24,"""completedOnlyHighSchoolOrTheEquivalent""","""male""","""$85,000 to $114,999""","[True, False, True, False, False, True]",1,0,1,0,0,1,,,,,,,,,,0.5,
KZ-AR96-FHTV,FALSE,3,"[true, true, true, false, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details""]","[false, true, true, true, true, false]",,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,"""KZ-AR96-FHTV""",pdd1d7cf0,37,"""completedBachelorsDegree""","""female""","""$60,000 to $84,999""","[True, True, True, False, False, False]",1,1,1,0,0,0,,"[False, True, True, True, True, False]",0,1,1,1,1,0,,0.5,0.666666667
KZ-7ABM-PZSC,TRUE,2,"[true, true, true, true, false, false, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[true, true, true, true, true, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-7ABM-PZSC""",pa47a45e5,25,"""completedAssociateDegreeOnly""","""female""","""$85,000 to $114,999""","[True, True, True, True, False, False, True]",1,1,1,1,0,0,1,"[True, True, True, True, True, True, True]",1,1,1,1,1,1,1,0.714285714,1
KZ-27QV-4NU3,TRUE,3,"[true, true, false, true, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",[],,[],,"""KZ-27QV-4NU3""",pd5758219,38,"""completedBachelorsDegree""","""female""","""$60,000 to $84,999""","[True, True, False, True, True, True]",1,1,0,1,1,1,,[],,,,,,,,0.833333333,
KZ-Q66Y-C3QC,FALSE,3,"[false, true, false, false, false, false]",,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Only collects it from children over the age of 10"", ""By a vote from the KidsZone moderation team"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details""]","[false, true, false, false, false, false]",,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a third-party company requests it for advertising""]",,"""KZ-Q66Y-C3QC""",pcb014c59,38,"""completedTradeTechicalVocationalTraing""","""female""","""$10,000 to $24,999""","[False, True, False, False, False, False]",0,1,0,0,0,0,,"[False, True, False, False, False, False]",0,1,0,0,0,0,,0.166666667,0.166666667
KZ-DH6R-3UWY,FALSE,0,"[false, false, false, false, true, false]",,"[""None of the above"", ""By clearing their internet browser history"", ""Requests approval from the app store"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-DH6R-3UWY""",pb8db0e59,29,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$25,000 to $39,999""","[False, False, False, False, True, False]",0,0,0,0,1,0,,,,,,,,,,0.166666667,
